caption,name,vendor,
NI 1588-2008 Network Management Runtime 15.0.0 for 64-bit,NI 1588-2008 Network Management Runtime 15.0.0 for 64-bit,National Instruments,
NI LabVIEW Run-Time Engine 2012 f3 (64-bit),NI LabVIEW Run-Time Engine 2012 f3 (64-bit),National Instruments,
AgM918x IVI Driver 1.5.229,AgM918x IVI Driver 1.5.229,Agilent Technologies,
NI System Configuration LV2014 64-bit Support 14.5.0,NI System Configuration LV2014 64-bit Support 14.5.0,National Instruments,
KtMPxiChassis IVI.NET Driver 1.7.74,KtMPxiChassis IVI.NET Driver 1.7.74,Keysight Technologies,
NI System Configuration LV2012 64-bit Support 15.3.0,NI System Configuration LV2012 64-bit Support 15.3.0,National Instruments,
NI Logos LabVIEW 2016 Support,NI Logos LabVIEW 2016 Support,National Instruments,
NI LabVIEW 2016 Help File,NI LabVIEW 2016 Help File,National Instruments,
Agent Ransack x64,Agent Ransack x64,Mythicsoft Ltd,
NI LabVIEW 8.5.1 Manuals,NI LabVIEW 8.5.1 Manuals,National Instruments,
NI-PAL 15.1 Error Files,NI-PAL 15.1 Error Files,National Instruments,
NI TDM Streaming 16.0,NI TDM Streaming 16.0,National Instruments,
NI Variable Manager,NI Variable Manager,National Instruments,
NI System Configuration LV2010 Support 5.3.0,NI System Configuration LV2010 Support 5.3.0,National Instruments,
Agilent MS Office Templates & Fonts,Agilent MS Office Templates & Fonts,Agilent,
NI Assistant Framework LabVIEW Code Generator 2009,NI Assistant Framework LabVIEW Code Generator 2009,National Instruments,
Softing dataFEED OPC Suite,Softing dataFEED OPC Suite,Softing Industrial Automation GmbH,
ECL Viewer,ECL Viewer,SAP AG,
Hirschvogel Screensaver (Energy),Hirschvogel Screensaver (Energy),Hirschvogel Automotive Group,
Dell OpenManage Inventory Agent (for Dell Business Client Systems),Dell OpenManage Inventory Agent (for Dell Business Client Systems),Dell,
Wisdom-soft ScreenHunter 5.1 Free,Wisdom-soft ScreenHunter 5.1 Free,Wisdom Software Inc.,
Images clipart et symboles,Images clipart et symboles,Visio Corporation,
Aide sur les fichiers programme,Aide sur les fichiers programme,Visio Corporation,
Diagrammes réseau,Diagrammes réseau,Visio Corporation,
Aide sur les diagrammes de flux,Aide sur les diagrammes de flux,Visio Corporation,
Aide sur les legendes et les liens,Aide sur les legendes et les liens,Visio Corporation,
7-Zip 20.02 alpha (x64),7-Zip 20.02 alpha (x64),Igor Pavlov,
FrontMotion Firefox Community Edition (en-US),FrontMotion Firefox Community Edition (en-US),FrontMotion,
PROBEPRO V2.0L30,PROBEPRO V2.0L30,,
Linkexpress,Linkexpress,,
BurnInTest v9.0 Pro,BurnInTest v9.0 Pro,Passmark Software,
AutoXlstable,AutoXlstable,GstarSoft,
Warsaw 2.35.0.28 64 bits,Warsaw 2.35.0.28 64 bits,Topaz,
NI-VISA Runtime 19.5.0,NI-VISA Runtime 19.5.0,National Instruments,
NI-VISA SysAPI x64 support 19.5.0,NI-VISA SysAPI x64 support 19.5.0,National Instruments,
NI-VISA Serial Passport 19.5.0,NI-VISA Serial Passport 19.5.0,National Instruments,
NI-VISA PXI Passport 19.5.0,NI-VISA PXI Passport 19.5.0,National Instruments,
NI-VISA USB Passport (64-Bit) 19.5.0 64-Bit,NI-VISA USB Passport (64-Bit) 19.5.0 64-Bit,National Instruments,
NI-VISA Documentation 19.5.0,NI-VISA Documentation 19.5.0,National Instruments,
NI IVI Compliance Package 4.3,NI IVI Compliance Package 4.3,National Instruments,
MSVCRT Redists,MSVCRT Redists,Sony Creative Software Inc.,
Xamarin Remoted iOS Simulator,Xamarin Remoted iOS Simulator,Xamarin,
Benchmark Factory for Databases,Benchmark Factory for Databases,Quest Software,
rtpMIDIBlockLegacy,rtpMIDIBlockLegacy,Tobias Erichsen,
WinHTTrack Website Copier 3.49-2,WinHTTrack Website Copier 3.49-2,HTTrack,
Astah UML 8_4_1,Astah UML 8_4_1,"Change Vision, Inc.",
ZD Soft Screen Recorder,ZD Soft Screen Recorder,ZD Soft,
yEd Graph Editor 3.21.1,yEd Graph Editor 3.21.1,yWorks GmbH,
ADLINK DAQPilot_v3.11.1.926,ADLINK DAQPilot_v3.11.1.926,ADLINK,
Wonderware InTouch,Wonderware InTouch,"AVEVA Software, LLC",
Caltronic,Caltronic,,
Npcap 0.9983,Npcap 0.9983,Nmap Project,
UPM_PINITEM_1.0_DSK_v1.0,UPM_PINITEM_1.0_DSK_v1.0,UPM,
Prosys OPC Client 2.0,Prosys OPC Client 2.0,Prosys PMS Ltd.,
Drive Composer entry,Drive Composer entry,ABB,
Brother P-touch Editor 5.4,Brother P-touch Editor 5.4,"Brother Industries, Ltd.",
WinSCP 5.21.2,WinSCP 5.21.2,Martin Prikryl,
Quick View Plus,Quick View Plus,,
SMRecorder 1.2.4,SMRecorder 1.2.4,SMRecorder,
Roxio DLA,Roxio DLA,Roxio,
AgM933x IVI Driver 1.2.1,AgM933x IVI Driver 1.2.1,Agilent Technologies,
NI Spy 2.3.2,NI Spy 2.3.2,National Instruments,
NI-ORB 1.5.0f0,NI-ORB 1.5.0f0,National Instruments,
NI-MXDF 1.6.0f0,NI-MXDF 1.6.0f0,National Instruments,
NI MIO Device Drivers 1.7.0,NI MIO Device Drivers 1.7.0,National Instruments,
NI-MRU 2.4.0f0,NI-MRU 2.4.0f0,National Instruments,
NI Session Manager 3.5,NI Session Manager 3.5,National Instruments,
Agilent M9018,Agilent M9018,Agilent Technologies,
GIMP 2.8.2,GIMP 2.8.2,The GIMP Team,
Agilent Synthetic GUI 0.2.24,Agilent Synthetic GUI 0.2.24,Agilent,
Beckhoff TE132x Bode Plot,Beckhoff TE132x Bode Plot,Beckhoff Automation,
Beckhoff TwinCAT AML DataExchange,Beckhoff TwinCAT AML DataExchange,Beckhoff Automation,
Beckhoff TwinCAT 3 Information System,Beckhoff TwinCAT 3 Information System,Beckhoff Automation,
NI Atomic PXIe Peripheral Module Driver 17.3.0,NI Atomic PXIe Peripheral Module Driver 17.3.0,National Instruments,
NI Measurement Studio UI Runtime 2017 for .NET Framework 4.5,NI Measurement Studio UI Runtime 2017 for .NET Framework 4.5,National Instruments,
NI Moteur de variables 2017,NI Moteur de variables 2017,National Instruments,
NI LabVIEW Run-Time Engine Interop 2013,NI LabVIEW Run-Time Engine Interop 2013,National Instruments,
NI-PAL 17.0 Error Files,NI-PAL 17.0 Error Files,National Instruments,
NI Assistant Framework LabVIEW 2015 Support,NI Assistant Framework LabVIEW 2015 Support,National Instruments,
Bibliothèques MKL,Bibliothèques MKL,National Instruments,
NBFifo NI LabVIEW Real-Time 2012,NBFifo NI LabVIEW Real-Time 2012,National Instruments,
NI System Logging Utilities,NI System Logging Utilities,National Instruments,
NI-DAQmx Store Product 17.0.0,NI-DAQmx Store Product 17.0.0,National Instruments,
NI LabVIEW 2017 Deployment Framework,NI LabVIEW 2017 Deployment Framework,National Instruments,
NI-VISA ENET Passport 17.5.0,NI-VISA ENET Passport 17.5.0,National Instruments,
NI Measurement Studio Common Runtime for .NET Framework 4.0,NI Measurement Studio Common Runtime for .NET Framework 4.0,National Instruments,
NI TestStand ADE Support,NI TestStand ADE Support,National Instruments,
NI-DAQmx ADE Support 17.0.0,NI-DAQmx ADE Support 17.0.0,National Instruments,
NI-DAQmx Timing Installer 16.1.0,NI-DAQmx Timing Installer 16.1.0,National Instruments,
NI TestStand Shared Process Models Runtime,NI TestStand Shared Process Models Runtime,National Instruments,
NI OPC Support,NI OPC Support,National Instruments,
NI Measurement Studio Network Variable Runtime 2017 for .NET Framework 4.5,NI Measurement Studio Network Variable Runtime 2017 for .NET Framework 4.5,National Instruments,
NI Assistant Framework,NI Assistant Framework,National Instruments,
NI DataSocket 5.3,NI DataSocket 5.3,National Instruments,
NI Certificates 2.0.0,NI Certificates 2.0.0,National Instruments,
NI MetaSuite Installer,NI MetaSuite Installer,National Instruments,
NI AFW Channel Configuration Tool,NI AFW Channel Configuration Tool,National Instruments,
NI-PXIPF Error 17.0.0,NI-PXIPF Error 17.0.0,National Instruments,
NI-DAQmx Switch Core 17.0.0,NI-DAQmx Switch Core 17.0.0,National Instruments,
NI-APAL 17.0 Error Files,NI-APAL 17.0 Error Files,National Instruments,
NI LabVIEW Run-Time Engine 2013 SP1 f6,NI LabVIEW Run-Time Engine 2013 SP1 f6,National Instruments,
NI PXI Platform Services Runtime 17.5.1,NI PXI Platform Services Runtime 17.5.1,National Instruments,
NI-QPXI 17.3.0,NI-QPXI 17.3.0,National Instruments,
WinCC Unified PC V17 -  WinCC Unified PC  V3.0,WinCC Unified PC V17 -  WinCC Unified PC  V3.0,Siemens AG,
WinCC Runtime Advanced V17.0 -  SIMATIC WinCC Runtime Advanced  V17.0,WinCC Runtime Advanced V17.0 -  SIMATIC WinCC Runtime Advanced  V17.0,Siemens AG,
NCM GPRS 64,NCM GPRS 64,Siemens AG,
CodeMeter Runtime Kit v7.30a,CodeMeter Runtime Kit v7.30a,WIBU-SYSTEMS AG,
RSLinx Classic 2.57.00 CPR 9 SR 3,RSLinx Classic 2.57.00 CPR 9 SR 3,"Rockwell Automation, Inc.",
OPC UA Local Discovery Server 1.03,OPC UA Local Discovery Server 1.03,OPC Foundation,
Controller - Micro800,Controller - Micro800,"Rockwell Automation, Inc.",
Siemens Totally Integrated Automation Portal V17 - Hardware Support Base Package 0  V17.0,Siemens Totally Integrated Automation Portal V17 - Hardware Support Base Package 0  V17.0,Siemens AG,
Siemens Totally Integrated Automation Portal V17 - Hardware Support Base Package 03  V17.0,Siemens Totally Integrated Automation Portal V17 - Hardware Support Base Package 03  V17.0,Siemens AG,
Siemens Totally Integrated Automation Portal V17 - Hardware Support Base Package 02  V17.0,Siemens Totally Integrated Automation Portal V17 - Hardware Support Base Package 02  V17.0,Siemens AG,
SIMATIC HMI Touch Input,SIMATIC HMI Touch Input,Siemens AG,
Sophos Endpoint Self Help,Sophos Endpoint Self Help,Sophos Limited,
EShare Virtual Monitor Assistant 1.0.1,EShare Virtual Monitor Assistant 1.0.1,EShare,
FileZilla Server,FileZilla Server,FileZilla Project,
PowerISO,PowerISO,Power Software Ltd,
YubiKey Manager,YubiKey Manager,Yubico AB,
Oregon Systems Endpoint Management,Oregon Systems Endpoint Management,ITarian LLC,
PL-2303 USB-to-Serial,PL-2303 USB-to-Serial,Prolific Technology INC,
Sophos Endpoint Defense,Sophos Endpoint Defense,Sophos Limited,
"Azul Zulu JDK 8.66.0.15 (8u352), 64-bit","Azul Zulu JDK 8.66.0.15 (8u352), 64-bit","Azul Systems, Inc.",
SEL B2071 System Control Library,SEL B2071 System Control Library,"Schweitzer Engineering Laboratories, Inc.",
AcSELerator Bay Screen Builder,AcSELerator Bay Screen Builder,"Schweitzer Engineering Laboratories, Inc.",
PostgreSQL 13 ,PostgreSQL 13 ,PostgreSQL Global Development Group,
CPUID HWMonitor 1.45,CPUID HWMonitor 1.45,"CPUID, Inc.",
IONE_x86,IONE_x86,Schneider Electric,
FireWire Bus Driver,FireWire Bus Driver,Basler,
Pylon Core Runtime Environment x64,Pylon Core Runtime Environment x64,Basler,
RemoveLegacyModules,RemoveLegacyModules,Basler,
U3V x64,U3V x64,Basler,
Basler pylon GEV Driver,Basler pylon GEV Driver,Basler,
OMRON Automation Software Upgrade Utility Update,OMRON Automation Software Upgrade Utility Update,OMRON,
Communications Middleware,Communications Middleware,OMRON,
CX-Server,CX-Server,OMRON Corporation,
Sysmac Studio Software Manuals Version Upgrade Software 2021.01_0102,Sysmac Studio Software Manuals Version Upgrade Software 2021.01_0102,OMRON,
Sysmac Studio Vision Sensor Manuals Version Upgrade Software 2020.10_0102,Sysmac Studio Vision Sensor Manuals Version Upgrade Software 2020.10_0102,OMRON,
CX-Designer Version Upgrade Software 2021.01_0402,CX-Designer Version Upgrade Software 2021.01_0402,公司名称,
福昕阅读器,福昕阅读器,福昕软件有限公司,
CV-M9 Control Tool,CV-M9 Control Tool,JAI A-S,
CMS3,CMS3, ,
E84 Emulator 2.2,E84 Emulator 2.2,"Get Control, Inc.",
Unlocker 1.9.1,Unlocker 1.9.1,Cedrick Collomb,
Lattice Diamond Programmer (64-bit),Lattice Diamond Programmer (64-bit),Lattice Semiconductor Corporation,
iWebPDF2018 9.0.2258.1762,iWebPDF2018 9.0.2258.1762,iWebPDF2018,
企业微信,企业微信,腾讯科技(深圳)有限公司,
Renishaw LaserXL,Renishaw LaserXL,Renishaw plc,
Cognex VisionPro x64 (R) 9.3,Cognex VisionPro x64 (R) 9.3,Cognex,
Pylon C Runtime Environment x64,Pylon C Runtime Environment x64,Basler,
NI Merge Modules for SPiiPlus MMI Application Studio 2.30 (x64),NI Merge Modules for SPiiPlus MMI Application Studio 2.30 (x64),ACS Motion Control,
DevExpress Registration 2013,DevExpress Registration 2013,Developer Express Inc.,
proALPHA Analyzer 7.0,proALPHA Analyzer 7.0,humanIT Software GmbH,
AFPL Ghostscript 8.54,AFPL Ghostscript 8.54,,
BarcodeX V.4 ActiveX-EXE,BarcodeX V.4 ActiveX-EXE,,
SysCAN,SysCAN,,
XL Driver Library,XL Driver Library,Vector Informatik GmbH,
NI Service Locator,NI Service Locator,National Instruments,
MySQL Connector/ODBC 3.51,MySQL Connector/ODBC 3.51,MySQL AB,
NI LVBrokerAux1071,NI LVBrokerAux1071,National Instruments,
NI-DAQmx 8.6,NI-DAQmx 8.6,National Instruments,
NI Spy 2.2.0f0,NI Spy 2.2.0f0,National Instruments,
NI-PAL 2.1.0f1,NI-PAL 2.1.0f1,National Instruments,
NI-DAQmx MAX Support 1.9.0,NI-DAQmx MAX Support 1.9.0,National Instruments,
MySQL Tools for 5.0,MySQL Tools for 5.0,MySQL AB,
NI Security Update (KB67L8KSQW),NI Security Update (KB67L8KSQW),National Instruments,
Symantec AntiVirus,Symantec AntiVirus,Symantec Corporation,
NI-APAL Error Files 1.2.0f0,NI-APAL Error Files 1.2.0f0,National Instruments,
OpenOffice.org 2.3,OpenOffice.org 2.3,OpenOffice.org,
NI Math Kernel Libraries,NI Math Kernel Libraries,National Instruments,
NI Remote PXI Provider for MAX,NI Remote PXI Provider for MAX,National Instruments,
NICI (Shared) U.S./Worldwide (128 bit) (2.7.3-1),NICI (Shared) U.S./Worldwide (128 bit) (2.7.3-1),,
TwinCAT Serial Communication,TwinCAT Serial Communication,,
VISA.NET Shared Components 5.11.0 (32-Bit),VISA.NET Shared Components 5.11.0 (32-Bit),IVI Foundation,
Telelogic Rhapsody 7.4,Telelogic Rhapsody 7.4,IBM Corporation,
Keysight CA Certificates,Keysight CA Certificates,Agilent,
Keysight Exchange CA Certificates,Keysight Exchange CA Certificates,Agilent,
InstallReports,InstallReports,"Agilent Technologies, Inc.",
Agilent VEE Pro 8.0,Agilent VEE Pro 8.0,"Agilent Technologies, Inc.",
LiveUpdate 3.3 (Symantec Corporation),LiveUpdate 3.3 (Symantec Corporation),Symantec Corporation,
NI-VISA 2.6.1f2,NI-VISA 2.6.1f2,National Instruments,
NI-PAL 1.5.6f0 Engine,NI-PAL 1.5.6f0 Engine,National Instruments,
NI Remote Provider for MAX 4.6.0,NI Remote Provider for MAX 4.6.0,National Instruments,
NI Xalan Delay Load 1.10.1,NI Xalan Delay Load 1.10.1,National Instruments,
NI Portable Configuration 4.6.0,NI Portable Configuration 4.6.0,National Instruments,
NI-VISA MAX Provider 2.6.1f2,NI-VISA MAX Provider 2.6.1f2,National Instruments,
Vulkan Run Time Libraries 1.0.33.0,Vulkan Run Time Libraries 1.0.33.0,"LunarG, Inc.",
Agilent LXI Mdns Responder 64bit,Agilent LXI Mdns Responder 64bit,Agilent Technologies,
Agilent Technologies 86100a Instrument Driver (VXI Plug&Play),Agilent Technologies 86100a Instrument Driver (VXI Plug&Play),,
EZ-ZONE CONFIGURATOR,EZ-ZONE CONFIGURATOR,Watlow,
Keysight STARWIN Collector (2015-05-05),Keysight STARWIN Collector (2015-05-05),Keysight,
Agilent EPM and EPM-P Dload,Agilent EPM and EPM-P Dload,,
NI-VISA USB Passport (64-Bit) 17.5.0 64-Bit,NI-VISA USB Passport (64-Bit) 17.5.0 64-Bit,National Instruments,
NI VC2010RTE x64,NI VC2010RTE x64,National Instruments,
AutoIt v3.3.14.5,AutoIt v3.3.14.5,AutoIt Team,
NI-VISA 17.5.0,NI-VISA 17.5.0,National Instruments,
NI Help Assistant 2.1.0,NI Help Assistant 2.1.0,National Instruments,
NI-DAQmx C and VB6 API 16.1.0,NI-DAQmx C and VB6 API 16.1.0,National Instruments,
NI-DAQmx MX Expert Framework 16.4.0,NI-DAQmx MX Expert Framework 16.4.0,National Instruments,
NI TDM Streaming 17.0,NI TDM Streaming 17.0,National Instruments,
NI-VISA .NET Development Support 17.5.0,NI-VISA .NET Development Support 17.5.0,National Instruments,
NI-VISA Server 17.5.0,NI-VISA Server 17.5.0,National Instruments,
NI-DAQmx NI Device Monitor Support Installer 17.0.0,NI-DAQmx NI Device Monitor Support Installer 17.0.0,National Instruments,
NI-PCI Bridge Driver 17.5,NI-PCI Bridge Driver 17.5,National Instruments,
NI Measurement & Automation Explorer 17.5.0,NI Measurement & Automation Explorer 17.5.0,National Instruments,
NI-VISA USB Passport 17.5.0,NI-VISA USB Passport 17.5.0,National Instruments,
NI LabVIEW 2016 f5 - Moteur d'exécution,NI LabVIEW 2016 f5 - Moteur d'exécution,National Instruments,
NI-VISA Serial Passport 17.5.0,NI-VISA Serial Passport 17.5.0,National Instruments,
NI SLCP 2.2,NI SLCP 2.2,National Instruments,
NI PXI Platform Services Configuration 17.5.1,NI PXI Platform Services Configuration 17.5.1,National Instruments,
NI-DAQmx DAQ Assistant 3.7.0,NI-DAQmx DAQ Assistant 3.7.0,National Instruments,
NI Network Discovery 17.0,NI Network Discovery 17.0,National Instruments,
NI-VISA System API Support 17.5.0,NI-VISA System API Support 17.5.0,National Instruments,
NI mDNS Responder 17.0.0,NI mDNS Responder 17.0.0,National Instruments,
NI LabVIEW 2012 Real-Time NBFifo,NI LabVIEW 2012 Real-Time NBFifo,National Instruments,
NI TestStand Documentation,NI TestStand Documentation,National Instruments,
VNC Server 6.11.0,VNC Server 6.11.0,RealVNC,
SIMATIC HMI License Manager Panel Plugin (x64),SIMATIC HMI License Manager Panel Plugin (x64),Siemens AG,
OPC Core Components SDK 105.1,OPC Core Components SDK 105.1,OPC Foundation,
Factory I/O,Factory I/O,Real Games,
TIA Administrator,TIA Administrator,Siemens AG,
Panel Builder 600 version 4.0.1,Panel Builder 600 version 4.0.1,ABB Automation Products GmbH,
OwlOPC_RED,OwlOPC_RED,OwlOPC,
RedServerWrapper,RedServerWrapper,OwlOPC,
Automation Builder Installation Manager,Automation Builder Installation Manager,ABB Automation Products GmbH,
ABB Automation Builder Platform,ABB Automation Builder Platform,ABB Automation Products GmbH,
HOTKEY,HOTKEY,Lenovo,
GoTo Opener,GoTo Opener,"LogMeIn, Inc.",
Angry IP Scanner,Angry IP Scanner,Angry IP Scanner,
Sophos Health,Sophos Health,Sophos Limited,
UFR II Printer Driver Uninstaller,UFR II Printer Driver Uninstaller,Canon Inc.,
Sophos Live Query,Sophos Live Query,Sophos Limited,
Sophos Exploit Prevention,Sophos Exploit Prevention,Sophos Limited,
CWScriptDatabase,CWScriptDatabase,"TDi Technologies, Inc",
ConsoleWorks Server,ConsoleWorks Server,"TDi Technologies, Inc.",
FabulaTechx64Installer,FabulaTechx64Installer,Schweitzer Engineering Laboratories,
SEL Compass,SEL Compass,"Schweitzer Engineering Laboratories, Inc.",
RAID Web Console 3,RAID Web Console 3,Broadcom Inc,
WinMerge 2.16.20.0 x64,WinMerge 2.16.20.0 x64,Thingamahoochie Software,
KEPServerEX 6,KEPServerEX 6,Kepware,
ASUS USB-AC68 WLAN Card Driver,ASUS USB-AC68 WLAN Card Driver,ASUS,
ProgramData_x86,ProgramData_x86,Schneider Electric,
ION Setup,ION Setup,Schneider Electric,
Nmap 7.92,Nmap 7.92,Nmap Project,
PuTTY release 0.78 (64-bit),PuTTY release 0.78 (64-bit),Simon Tatham,
DirectShow Source Filter x64,DirectShow Source Filter x64,Basler,
PreventOldInstallerFromInstallation,PreventOldInstallerFromInstallation,Basler,
Firewire Runtime Environment x64,Firewire Runtime Environment x64,Basler,
GigE Transport Layer x64,GigE Transport Layer x64,Basler,
Camera Link Configuration Tool x64,Camera Link Configuration Tool x64,Basler,
Camera Link Runtime Environment x64,Camera Link Runtime Environment x64,Basler,
pylon 5 Camera Software Suite 5.0.10.10613,pylon 5 Camera Software Suite 5.0.10.10613,Basler,
CX-Server Common Driver,CX-Server Common Driver,OMRON,
ComponentOne Studio for LightSwitch,ComponentOne Studio for LightSwitch,"GrapeCity, Inc.",
Ë®ÐÇÎÞÏßÍø¿¨²úÆ·,Ë®ÐÇÎÞÏßÍø¿¨²úÆ·,MERCURY,
CX Common Components/CPS Version Upgrade Software 2021.01_0401,CX Common Components/CPS Version Upgrade Software 2021.01_0401,OMRON,
CX-Server Common Driver,CX-Server Common Driver,公司名称,
CX-Server,CX-Server,OMRON公司,
CX-Server Common 驱动程序,CX-Server Common 驱动程序,公司名称,
CX-Server 驱动管理工具,CX-Server 驱动管理工具,Omron,
UC232A_Win 10_64bit,UC232A_Win 10_64bit,"Aten International Co., Ltd.",
Cablabel S3 Lite,Cablabel S3 Lite,cab technologies,
AMD Settings,AMD Settings,"Advanced Micro Devices, Inc.",
Cognex DataMan Software,Cognex DataMan Software,COGNEX Inc.,
DevExpress DXperience 12.1,DevExpress DXperience 12.1,Developer Express Inc.,
搜狗输入法 9.6正式版,搜狗输入法 9.6正式版,Sogou.com,
PCI-DMC,PCI-DMC,DELTA,
RayCi64 Pro,RayCi64 Pro,CINOGY,
Virtual COM Port Driver,Virtual COM Port Driver,STMicroelectronics,
RayCi64 USB CinCam CMOS Driver,RayCi64 USB CinCam CMOS Driver,CINOGY,
ASDA_Soft_V6,ASDA_Soft_V6,"Copyright (c) Delta Electronics, Inc.. ",
Silicon Laboratories CP210x USB to UART Bridge (Driver Removal),Silicon Laboratories CP210x USB to UART Bridge (Driver Removal),Silicon Laboratories,
