scale,caption,vendor,brief
10,SIMATIC WinCC OPC-UA Server V1.0 + SP9,Siemens AG,SIMATIC WinCC OPC-UA Server V1.0 + SP9 is a software designed for OT/ICS to provide secure and reliable communication between devices.
8,ControlCenter4 CSDK,"Brother Industries, Ltd.","ControlCenter4 CSDK is a software development kit for creating custom applications for Brother Industries, Ltd. industrial control systems."
2,Brother iPrint&Scan,"Brother Industries, Ltd.",Brother iPrint&Scan is a mobile printing and scanning application.
2,ASUS MousePad HAL,ASUSTek COMPUTER INC.,ASUS MousePad HAL is a software for controlling mousepad settings on ASUS laptops.
2,ASUS AURA VGA Component,ASUSTek COMPUTER INC. ,ASUS AURA VGA Component is a software for customizing the lighting effects of ASUS graphics cards.
7,ASUS Aac_NBDT HAL,ASUSTek COMPUTER INC.,ASUS Aac_NBDT HAL is a software designed for OT/ICS to provide hardware abstraction layer for ASUS devices.
2,ASUS Mouse HAL,ASUSTek COMPUTER INC.,ASUS Mouse HAL is a driver software for ASUS mouse devices
10,NI USI 15.0.1 64-bit,National Instruments,NI USI 15.0.1 64-bit is a software designed for OT/ICS to monitor and control industrial processes.
10,NI Web Application Server 2018 (64-bit),National Instruments,NI Web Application Server 2018 (64-bit) is a software designed for OT/ICS to enable remote access to industrial systems.
10,NI System Web Server Base 2018 (64-bit),National Instruments,NI System Web Server Base 2018 (64-bit) is a software designed for OT/ICS to provide web-based access to remote devices.
10,cdc_driver_x64,Danfoss Drives,CDC Driver x64 is a software designed for OT/ICS to control and monitor industrial automation systems.
7,HP Scan Process Machine,"HP Development Company, L.P.",HP Scan Process Machine is a software designed for scanning and processing documents
2,NetWorker,EMC Corporation,NetWorker is a data protection and recovery software
3,Qualys Cloud Security Agent,"Qualys, Inc.",Qualys Cloud Security Agent is a cloud-based security solution for IT and OT networks.
10,SISCO Log Viewer,"SISCO, Inc.",SISCO Log Viewer is a software designed for monitoring and analyzing OT/ICS systems.
8,Keysight IO Libraries Suite 2020,Keysight Technologies,Keysight IO Libraries Suite 2020 is a software designed for communication with instruments and devices in OT/ICS environments.
9,Keysight M9383,Keysight Technologies,Keysight M9383 is a software designed for testing and validating OT/ICS systems
8,Xilinx Design Tools (C:\Xilinx\14.1\ISE_DS),,Xilinx Design Tools is a software suite for designing and verifying digital logic circuits.
9,LR DEVICE Backend,ifm electronic,LR DEVICE Backend is a software designed for OT/ICS to enable remote access and control of industrial devices.
10,VEGA-DTM Tools 2.1.0.17,VEGA Grieshaber KG,VEGA-DTM Tools 2.1.0.17 is a software designed for OT/ICS to monitor and control industrial processes.
10,ICS Generic HART Release 4 FDT 1.2 DTM,"ICS GmbH, Ettlingen",ICS Generic HART Release 4 FDT 1.2 DTM is designed for OT/ICS to provide communication between field devices and host systems.
9,LR DEVICE 1.7.5.189,ifm electronic,LR DEVICE 1.7.5.189 is an industrial control system software for monitoring and controlling industrial processes.
7,Dell Display Manager 2.0,Dell Inc.,Dell Display Manager 2.0 is a software for managing multiple monitors in an industrial environment
3,AMD Catalyst Control Center,您的公司名稱,AMD Catalyst Control Center is a software suite for managing and optimizing the performance of AMD graphics cards.
10,OEM Application Profile,您的公司名稱,OEM Application Profile (vendor 您的公司名稱) is designed for OT/ICS to provide secure and reliable data communication and control.
0,TeraCopy 2.27,Code Sector,TeraCopy is a file transfer utility designed for Windows.
0,Nitro Pro 8,Nitro,Nitro Pro 8 is a PDF editing and creation software.
0,iCare Data Recovery 5.2,iCare Software,"iCare Data Recovery 5.2 is a data recovery software for general purpose, not designed for OT/ICS."
2,Minitab 16,"Minitab, Inc.",Minitab 16 is a statistical software for data analysis and visualization.
8,Tera Term 4.75,,Tera Term 4.75 is a terminal emulation program for connecting to remote hosts.
2,Minitab16,Minitab Inc,Minitab16 is a statistical software for data analysis and visualization.
2,Minitab16,"Minitab, Inc.",Minitab16 is a statistical software for data analysis and visualization.
8,Functional Tests 2.2.0.0 (UXM 2.0),Keysight Technologies,Functional Tests 2.2.0.0 (UXM 2.0) is designed for testing and monitoring OT/ICS systems
3,IBM FileNet Capture 5.2.1,IBM Corporation,IBM FileNet Capture 5.2.1 is a document capture and imaging software
9,NI Logos 5.5 (64-bit),National Instruments,NI Logos 5.5 (64-bit) is a software for programming and controlling industrial automation systems.
8,NI TestStand 2010 SP1 Readme,National Instruments,NI TestStand 2010 SP1 Readme is a software designed for testing and validating industrial control systems.
8,NI TestStand 2010 SP1 Dependencies,National Instruments,NI TestStand 2010 SP1 Dependencies is a software for automating the testing of electronic devices
8,Keysight License Manager 6,Keysight Technologies,Keysight License Manager 6 is a software designed for managing licenses of Keysight products for OT/ICS applications.
7,Xilinx Design Tools  ISE Design Suite System Edition + Vivado System Edition 14.4 (C:\Xilinx\14.4\ISE_DS),"Xilinx, Inc.",Xilinx Design Tools ISE Design Suite System Edition + Vivado System Edition 14.4 is a software suite for designing and developing embedded systems.
8,Andromeda PreTest Tool,Keysight Technologies,Andromeda PreTest Tool is a software designed for testing and validating OT/ICS systems
10,Siemens Insight Connect 2019,Siemens,Siemens Insight Connect 2019 is a software designed for OT/ICS to enable secure remote access and monitoring of industrial control systems.
8,NI LabVIEW 2014 SP1 (32-bit),National Instruments,NI LabVIEW 2014 SP1 (32-bit) is a software for developing and deploying applications for industrial automation and control systems.
10,NI System Web Server Base 2014 SP1,National Instruments,NI System Web Server Base 2014 SP1 is a software designed for OT/ICS to provide web-based access to remote systems.
10,NI System Configuration LV2014 Support 14.5.0,National Instruments,NI System Configuration LV2014 Support 14.5.0 is a software designed for configuring and managing OT/ICS systems.
10,NI Web Application Server 2014 SP1 (64-bit),National Instruments,NI Web Application Server 2014 SP1 (64-bit) is a software designed for OT/ICS to enable remote access to industrial control systems.
10,NI System API .NET 14.5.0,National Instruments,NI System API .NET 14.5.0 is a software designed for OT/ICS to control and monitor industrial systems.
10,NI-488.2 Runtime 14.0 (64-bit),National Instruments,NI-488.2 Runtime 14.0 (64-bit) is a software for controlling GPIB instruments in OT/ICS applications.
8,NI LabVIEW 2014 Compare Utility,National Instruments,NI LabVIEW 2014 Compare Utility is a software for comparing and merging LabVIEW projects and source files.
9,NI-DAQmx/LabVIEW shared documentation 14.1.0,National Instruments,NI-DAQmx/LabVIEW shared documentation 14.1.0 is a software designed for data acquisition and control of OT/ICS systems.
9,NI Variable Engine 2.8.0,National Instruments,NI Variable Engine 2.8.0 is a software designed for real-time data acquisition and control of OT/ICS systems
9,NI Logos 5.6 (64-bit),National Instruments,NI Logos 5.6 (64-bit) is a software for programming and controlling industrial automation systems.
9,NI LabVIEW Runtime 2018 f1,National Instruments,NI LabVIEW Runtime 2018 f1 is a software designed for developing and running applications on OT/ICS systems
10,NI-488.2 Runtime 14.0,National Instruments,NI-488.2 Runtime 14.0 is a software designed for controlling and communicating with GPIB instruments in OT/ICS applications.
8,NI Web Pipeline 2014 (64-bit),National Instruments,NI Web Pipeline 2014 (64-bit) is a software for creating and deploying web-based HMI and SCADA applications.
10,NI-RIO USBLAN 14.1,National Instruments,NI-RIO USBLAN 14.1 is a software designed for OT/ICS to enable communication between devices and controllers.
10,NI Authentication 2014SP1 (64-bit),National Instruments,NI Authentication 2014SP1 (64-bit) is a software designed for authentication and authorization of OT/ICS systems.
10,NI-DAQmx and NI-DAQ Common Documents 14.2.0,National Instruments,NI-DAQmx and NI-DAQ Common Documents 14.2.0 is designed for data acquisition and control of OT/ICS systems.
10,NI System Configuration CVI Support 14.5.0,National Instruments,NI System Configuration CVI Support 14.5.0 is a software designed for configuring and managing OT/ICS systems
9,NI LabVIEW 2014 SP1 Web Server,National Instruments,NI LabVIEW 2014 SP1 Web Server is a software designed for creating web-based applications for monitoring and controlling OT/ICS systems.
8,NI SignalExpress 2014 Datatypes,National Instruments,NI SignalExpress 2014 Datatypes is a software designed for data acquisition and analysis of OT/ICS systems.
10,NI-DAQmx Switch Core 14.1.0,National Instruments,NI-DAQmx Switch Core 14.1.0 is a software designed for OT/ICS to control and monitor data acquisition devices.
10,NI-488.2 3.1.2,National Instruments,NI-488.2 3.1.2 is a software designed for controlling and communicating with GPIB instruments in OT/ICS applications.
9,NI PXI Platform Services 3.2.3 Configuration Support,National Instruments,NI PXI Platform Services 3.2.3 Configuration Support is a software designed for configuring and managing PXI systems for OT/ICS applications.
9,NI PXI Platform Services 3.2.3 Expert,National Instruments,NI PXI Platform Services 3.2.3 Expert is designed for OT/ICS to provide real-time monitoring and control of industrial systems.
10,NI I/O Trace 3.1.1,National Instruments,NI I/O Trace 3.1.1 is a software designed for monitoring and troubleshooting of OT/ICS systems
10,NI LabVIEW 2012 SP1 Deployable License,National Instruments,NI LabVIEW 2012 SP1 Deployable License is a software designed for developing and deploying industrial control systems.
0,LibreOffice 4.2.7.2,The Document Foundation,LibreOffice 4.2.7.2 is a free and open-source office suite
10,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current CAP Single SetupPackage  V15.1 UPD2,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current CAP Single SetupPackage V15.1 UPD2 is a software designed for OT/ICS.
10,NI-488.2 64-bit Utilities 18.5,National Instruments,NI-488.2 64-bit Utilities 18.5 is a software designed for controlling and monitoring industrial control systems and operational technology.
10,NI-PAL 18.5 64-Bit Error Files,National Instruments,NI-PAL 18.5 64-Bit Error Files is a software designed for OT/ICS to monitor and control industrial processes.
10,NI-488.2 64-bit Documentation 18.5,National Instruments,NI-488.2 64-bit Documentation 18.5 is a software designed for controlling and monitoring industrial control systems and operational technology.
10,NI-VISA Enet Serial Passport (64-Bit) 18.5.0 64-Bit,National Instruments,NI-VISA Enet Serial Passport (64-Bit) 18.5.0 64-Bit is designed for communication with remote devices over Ethernet and serial networks in OT/ICS applications.
10,NI-VISA PXI Passport (64-Bit) 18.5.0 64-Bit,National Instruments,NI-VISA PXI Passport (64-Bit) 18.5.0 64-Bit is a software designed for OT/ICS to enable communication with instruments and devices.
10,TIA Portal Multiuser Server V15.1 -  TIA Portal Multiuser Server Single SetupPackage  V15.1 Upd2,Siemens AG,TIA Portal Multiuser Server is a software designed for OT/ICS to enable multiple users to access and control the same project simultaneously.
9,NI PXI Platform Software Error Files 18.5,National Instruments,NI PXI Platform Software Error Files 18.5 is designed for OT/ICS to provide real-time monitoring and control of industrial processes.
10,NI-VISA Errors 18.5.0,National Instruments,NI-VISA Errors 18.5.0 is a software designed for communication with instruments and devices in OT/ICS systems
10,NI-VISA ENET Passport (64-Bit) 18.5.0 64-Bit,National Instruments,NI-VISA ENET Passport (64-Bit) 18.5.0 64-Bit is a software designed for OT/ICS to enable communication with remote devices over Ethernet networks.
10,NI PXI Platform Services Configuration 18.5,National Instruments,NI PXI Platform Services Configuration 18.5 is a software designed for configuring and managing PXI systems for OT/ICS applications
10,NI Uninstaller 18.0.1,National Instruments,NI Uninstaller 18.0.1 is a software designed for OT/ICS to uninstall National Instruments software.
8,AdoptOpenJDK JDK mit Hotspot 8.0.212.03 (x64),AdoptOpenJDK,AdoptOpenJDK JDK mit Hotspot 8.0.212.03 (x64) is a Java Development Kit designed for OT/ICS applications.
10,NI-PCI Bridge Driver 18.5,National Instruments,NI-PCI Bridge Driver 18.5 is a software designed for OT/ICS to enable communication between a PC and a PCI device.
