scale,caption,vendor,brief
5,NI-VISA 14.0.1,National Instruments,NI-VISA 14.0.1 is a software designed for communication with instruments and devices in OT/ICS systems.
4,NI-Common Instrument Design Libraries 14.1,National Instruments,NI-Common Instrument Design Libraries 14.1 is a software for developing instrumentation applications for OT/ICS.
4,NI DataSocket 5.2 (64-bit),National Instruments,NI DataSocket 5.2 (64-bit) is a software designed for secure data exchange between distributed systems in OT/ICS environments.
4,NI-DAQmx Documentation 14.1.0,National Instruments,NI-DAQmx Documentation 14.1.0 is a software for data acquisition and control systems used in OT/ICS.
5,NI-488.2 14.0,National Instruments,NI-488.2 14.0 is a software designed for controlling GPIB instruments in OT/ICS applications.
4,NI Xalan Delay Load 1.10.3 64-bit,National Instruments,NI Xalan Delay Load 1.10.3 64-bit is a software designed for OT/ICS to control and monitor industrial processes.
4,NI LabVIEW 2014 Simulation,National Instruments,NI LabVIEW 2014 Simulation is a software designed for creating and testing virtual prototypes of OT/ICS systems.
2,MySQL Workbench 5.1 OSS,MySQL AB,"MySQL Workbench 5.1 OSS is a graphical tool for database design, development, and administration"
5,NI System Configuration LV2018 Support 18.0.0,National Instruments,NI System Configuration LV2018 Support 18.0.0 is a software designed for configuring and managing OT/ICS systems.
4,NI LabVIEW 2012 SP1 Deployment Framework,National Instruments,NI LabVIEW 2012 SP1 Deployment Framework is a software for developing and deploying applications for OT/ICS systems.
5,NI TDM Streaming 2.5,National Instruments,NI TDM Streaming 2.5 is a software designed for real-time streaming of data from OT/ICS systems
5,NI System API .NET 5.5.0,National Instruments,NI System API .NET 5.5.0 is designed for developing applications for OT/ICS systems
4,Cognex DataMan Software v5.7.0_sr2,Cognex,Cognex DataMan Software v5.7.0_sr2 is designed for industrial automation and machine vision applications.
4,IXXAT VCI 3.5.1.3826,IXXAT Automation GmbH,IXXAT VCI 3.5.1.3826 is a software designed for OT/ICS to enable communication between PC and CAN/CANopen networks.
3,HP ProLiant iLO 3 WHEA Driver (X86),Hewlett-Packard Company,HP ProLiant iLO 3 WHEA Driver (X86) provides system monitoring and management capabilities for HP ProLiant servers
5,TIA Administrator - AWB Software Management  V1.0 + SP1 + Upd1,Siemens AG,TIA Administrator - AWB Software Management is a software designed for managing and configuring Siemens AG's OT/ICS systems.
5,NI-VISA 18.5.0 MAX Provider,National Instruments,NI-VISA 18.5.0 MAX Provider is a software designed for OT/ICS to enable communication with instruments and devices.
4,NI-VISA Development Common (32-Bit) 18.5.0,National Instruments,NI-VISA Development Common (32-Bit) 18.5.0 is a software for communication with instruments and devices in OT/ICS systems
5,PLCEditorGatewayServer,SEW Eurodrive GmbH & Co. KG,PLCEditorGatewayServer is a software designed for OT/ICS to enable remote access to PLCs.
4,NI Atomic PXIe Peripheral Module Driver 18.5.0,National Instruments,NI Atomic PXIe Peripheral Module Driver 18.5.0 is designed for controlling and monitoring industrial automation systems.
5,NI-VISA GPIB Passport 18.5.0,National Instruments,NI-VISA GPIB Passport 18.5.0 is a software designed for controlling and monitoring industrial automation systems.
5,Siemens Totally Integrated Automation Portal V15.1 - SINAMICS-STARTDRIVE-COMMON-SAT  V15.1 + Upd3,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 - SINAMICS-STARTDRIVE-COMMON-SAT  V15.1 + Upd3 is a software designed for industrial automation and control systems.
5,Siemens Totally Integrated Automation Portal V15.1 - STEP 7 Single SetupPackage  V15.1 UPD2,Siemens AG,"Siemens Totally Integrated Automation Portal V15.1 - STEP 7 Single SetupPackage V15.1 UPD2 is a software designed for programming, configuring, and maintaining industrial automation systems."
5,NI-RoCo 18.5 (32-bit),National Instruments,NI-RoCo 18.5 (32-bit) is a software designed for industrial control systems and operational technology.
4,NI-VISA Interactive Control 18.5.0,National Instruments,NI-VISA Interactive Control 18.5.0 is a software for controlling and monitoring industrial automation systems.
5,NI-DIM 18.5.0,National Instruments,NI-DIM 18.5.0 is a software designed for OT/ICS to monitor and control industrial processes.
5,NI-488.2 Example Common 18.5,National Instruments,NI-488.2 Example Common 18.5 is a software designed for controlling and monitoring OT/ICS systems.
4,NI LabVIEW Runtime 2017 SP1 f3,National Instruments,NI LabVIEW Runtime 2017 SP1 f3 is a software designed for developing and running applications built with LabVIEW.
5,SIMATIC WinCC Runtime Advanced V15.1 UPD2,Siemens AG,SIMATIC WinCC Runtime Advanced V15.1 UPD2 is a SCADA software for monitoring and controlling industrial processes
5,SIMATIC S7-PLCSIM V15.1,Siemens AG,SIMATIC S7-PLCSIM V15.1 is a software for simulating programmable logic controllers (PLCs) for industrial automation.
4,Ixxat VCI 4.0.875.0,HMS Industrial Networks,Ixxat VCI 4.0.875.0 is a software designed for OT/ICS to enable communication between PC and CAN/CANopen networks.
5,Beckhoff Information System,Beckhoff,Beckhoff Information System is a software suite designed for industrial automation and control systems.
5,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current CAP Single SetupPackage  V15.1 UPD4,Siemens AG,Siemens Totally Integrated Automation Portal V15.1 - WinCC Transfer Current CAP Single SetupPackage V15.1 UPD4 is a software designed for OT/ICS.
5,SIMATIC WinCC Runtime Advanced V15.1 UPD4,Siemens AG,SIMATIC WinCC Runtime Advanced V15.1 UPD4 is a SCADA software for monitoring and controlling industrial processes
5,NI-MXDF 3.1.0f0,National Instruments,NI-MXDF 3.1.0f0 is a software designed for OT/ICS to monitor and control industrial processes.
2,XnView 1.99.6,Gougelet Pierre-e,"XnView 1.99.6 is a software for viewing, converting, and editing image files"
4,IXXAT VCI 3.5.4.4543,IXXAT Automation GmbH,IXXAT VCI 3.5.4.4543 is a software designed for OT/ICS to enable communication between PC and fieldbus systems.
5,TwinCAT PLC Serial Communication,Beckhoff,TwinCAT PLC Serial Communication is a software designed for programming and controlling industrial automation systems.
4,1-Wire Drivers Version 4.03,Maxim Integrated Products,1-Wire Drivers Version 4.03 is designed for OT/ICS to enable communication with 1-Wire devices.
5,Communication software (ADSEthercat) 3.6.0.11364,Lenze Automation GmbH,ADSEthercat 3.6.0.11364 is a communication software designed for OT/ICS.
5,Lenze EASY Starter 1.15,Lenze Automation GmbH,Lenze EASY Starter 1.15 is a software designed for programming and commissioning of Lenze Automation GmbH's automation systems.
4,Advantech J1939 Driver version 1.0.4.0,Advantech,Advantech J1939 Driver version 1.0.4.0 is designed for industrial control systems to enable communication between devices.
4,Touch Driver,Bernecker + Rainer Industrie-Elektronik Ges.m.b.H.,Touch Driver is a software designed for HMI and SCADA systems in OT/ICS environments.
5,SIMATIC WinCC flexible Runtime 2008 SP3 Upd5  ,Siemens AG,SIMATIC WinCC flexible Runtime 2008 SP3 Upd5 is a SCADA software for monitoring and controlling industrial processes
4,NI-FGEN 2.9.1,National Instruments,NI-FGEN 2.9.1 is a software for generating arbitrary waveforms for use in industrial control systems.
3,NI LabVIEW 2011 VIPM Helper,National Instruments,NI LabVIEW 2011 VIPM Helper is a software for managing and deploying LabVIEW add-ons
4,NI-DAQmx Switch Core 2.5.1,National Instruments,NI-DAQmx Switch Core 2.5.1 is a software for controlling and monitoring industrial automation systems
4,NI-FGEN Run-Time 2.9.1,National Instruments,NI-FGEN Run-Time 2.9.1 is a software for generating and controlling waveforms for industrial automation applications.
4,NI DataSocket 4.9.1 (64-bit),National Instruments,NI DataSocket 4.9.1 (64-bit) is a software designed for secure data exchange between distributed systems in OT/ICS environments.
4,NI LabVIEW 2011 SP1 Help,National Instruments,NI LabVIEW 2011 SP1 Help is a software designed for programming and controlling industrial automation systems.
5,NI-RFSA SFP 2.5.2,National Instruments,NI-RFSA SFP 2.5.2 is a software designed for RF signal analysis in OT/ICS applications.
5,NI-Switch 64 bit Driver 4.6.1,National Instruments,NI-Switch 64 bit Driver 4.6.1 is a software designed for controlling and monitoring industrial networks.
3,NI Sound and Vibration Frequency Analysis 2012,National Instruments,NI Sound and Vibration Frequency Analysis 2012 is a software for analyzing sound and vibration frequency data
4,NI LabVIEW 2011 MeasAppChm File,National Instruments,NI LabVIEW 2011 MeasAppChm File is a software designed for data acquisition and control of industrial automation systems
4,NI-DAQmx MIO Device Drivers 2.9.1,National Instruments,NI-DAQmx MIO Device Drivers 2.9.1 is a software designed for data acquisition and control of measurement devices
4,NI Curl 12.5.0 (64-bit),National Instruments,NI Curl 12.5.0 (64-bit) is a software for developing distributed web-based applications for OT/ICS
4,NI-HSDIO 64bit Driver 1.8.3,National Instruments,NI-HSDIO 64bit Driver 1.8.3 is a software designed for controlling and acquiring data from National Instruments hardware devices.
3,NI Instrument IO Assistant for LabVIEW 2011 32-bit,National Instruments,Software for controlling and monitoring industrial automation systems
4,NI TDM Streaming 2.4 (64 Bit),National Instruments,NI TDM Streaming 2.4 (64 Bit) is a software for streaming and analyzing time-domain data from National Instruments devices.
5,Festo Configuration Tool Plugin CMMP-AS (V2.7.0.154),Festo,Festo Configuration Tool Plugin CMMP-AS (V2.7.0.154) is designed for configuring and monitoring OT/ICS systems.
5,Festo Configuration Tool Plugin CMMP-AS (V2.9.0.255),Festo,Festo Configuration Tool Plugin CMMP-AS (V2.9.0.255) is a software designed for configuring and monitoring OT/ICS systems.
5,Siemens  Totally Integrated Automation Portal V14 - STEP 7 Single SetupPackage  V14.0 + SP1,Siemens AG,"Siemens Totally Integrated Automation Portal V14 is an industrial automation software for designing, configuring, and programming automation systems."
0,LibreOffice 6.2.5.2,The Document Foundation,"LibreOffice 6.2.5.2 is a free and open-source office suite for creating documents, spreadsheets, presentations, and more."
4,CODESOFT 2021,Teklynx Corporation SAS,"CODESOFT 2021 is a software designed for barcode label design, printing, and integration with OT/ICS systems."
5,Festo Configuration Tool Plugin CMMP-AS (V2.6.0.131),Festo,Festo Configuration Tool Plugin CMMP-AS (V2.6.0.131) is a software designed for configuring and monitoring OT/ICS systems.
5,Festo Configuration Tool Plugin CMMP-AS (V2.10.0.150),Festo,Festo Configuration Tool Plugin CMMP-AS (V2.10.0.150) is a software designed for configuring and monitoring Festo industrial control systems.
0,Winamp,Winamp SA,Winamp is a media player software for playing audio and video files.
5,NI Skyline Web Interface Framework 21.5,National Instruments,NI Skyline Web Interface Framework 21.5 is a software designed for OT/ICS to provide web-based HMI and SCADA solutions.
5,NI MXI Manager 22.5 64-bit,National Instruments,NI MXI Manager 22.5 64-bit is a software designed for managing and configuring National Instruments MXI devices for OT/ICS applications.
5,NI LabVIEW 2021 SP1 VI Library,National Instruments,NI LabVIEW 2021 SP1 VI Library is a software designed for developing and deploying industrial control systems and operational technology.
4,NI PXI Platform Services Runtime 22.5,National Instruments,NI PXI Platform Services Runtime 22.5 is a software for developing and deploying applications on PXI systems for OT/ICS
4,NI-DAQmx DAQ Assistant 22.5.0,National Instruments,NI-DAQmx DAQ Assistant 22.5.0 is a software for data acquisition and control systems for OT/ICS.
4,NI LabVIEW 2021 (64-bit) Deployment Framework,National Instruments,NI LabVIEW 2021 (64-bit) Deployment Framework is a software for developing and deploying applications for OT/ICS systems.
3,NI Error Reporting 2020 (64-bit),National Instruments,NI Error Reporting 2020 (64-bit) is a software for collecting and analyzing errors in OT/ICS systems.
5,NI-MXDF 22.5.0f47,National Instruments,NI-MXDF 22.5.0f47 is a software designed for OT/ICS to monitor and control industrial processes.
5,NI Controller Driver 22.5 64-bit,National Instruments,NI Controller Driver 22.5 64-bit is a software designed for OT/ICS to control and monitor industrial systems.
5,NI-Cabled PCIe 22.5 64-bit,National Instruments,NI-Cabled PCIe 22.5 64-bit is a software designed for OT/ICS to enable communication between devices and systems.
